fen_string,solution_moves,difficulty_elo,tag_id
8/8/1p4R1/1Pp5/2P2k2/4p2P/1K1bB3/4r3 w - - 7 64,g6g2 e1e2 g2e2 f4f3,1760,17
8/8/8/pp1k2pp/3P1p2/1P1K3P/1P3P2/8 w - - 0 36,f2f3 b5b4 d3e2 d5d4,2006,17
6k1/3q1pp1/1p1P3p/8/rP2Q3/7P/6P1/1R5K b - - 0 33,d7d6 e4e8 d6f8 e8a4,1161,17
8/2kb4/R7/2pB2K1/3p2p1/6Pp/P3r3/3R4 w - - 2 49,d1c1 e2e5 g5f4 e5d5,978,2
8/8/8/2k5/2p5/2Kp4/PP1Rr3/8 w - - 6 60,a2a4 e2d2 c3d2 c5b4 a4a5 b4a5 b2b3 c4b3,1659,17
3Q4/p3Rpp1/1n4p1/k5r1/5q2/1R5P/PP4P1/7K w - - 10 31,b3b6 f4f1 h1h2 g5g2,950,25
rn2kb1r/p3qp1p/2pp1p2/1p1Bp3/4P3/1QPP1P2/PP3P1P/RN2K2R b KQkq - 1 10,c6d5 b3d5 e7c7 d5a8,1641,2
2r3k1/5p2/p3p1pP/4P3/n1rB2P1/2P4R/P3K3/2R5 w - - 1 31,g4g5 c4d4 c3d4 c8c1,1441,2
5rk1/5p1p/p3rPp1/1pq5/6Q1/P1P4P/1P4P1/3R1R1K w - - 0 37,f1f5 c5f5 g4f5 g6f5,1313,17
r1r3k1/p3qpP1/1p2p3/8/3P3P/P2B4/1P1Q1P2/1K1R3b b - - 2 21,h1f3 d2h6 f7f5 d1g1,2148,2
r5k1/1b1qbppp/pBnp4/1p2p3/4Pn2/PN3P2/1PP1B1PP/R2Q1RK1 w - - 0 16,b3c5 f4e2 g1h1 d7c8 c5b7 c8b7,1949,2
8/4kppp/4p3/2r5/2p5/P1K1P1P1/1P1N1PP1/8 b - - 4 34,e7d6 d2e4 d6c6 e4c5,801,2
8/ppQ4p/2b1r1k1/8/2P5/8/PP3K1P/8 w - - 4 43,c7f4 e6f6 f2e3 f6f4,1223,2
r2q1rk1/1b1pbppp/p6n/1pp1P3/8/2PQ1N1P/PPB2PP1/RN3RK1 b - - 1 14,c5c4 d3h7,1119,34
5r1k/ppQ3pp/6b1/4P3/8/P4PRK/1q6/7R w - - 2 37,h1h2 g6f5 g3g4 f5g4,992,17
r5k1/pbp3pp/1p1pp1r1/8/7q/1P1PN1PP/1PPQ2P1/R4RK1 b - - 0 18,g6g3 d2f2 h7h6 g1h2 b7g2 f2g3 h4g3 h2g3,2441,2
6k1/1bq2p1p/p1n1p1p1/1p2P3/2pQ1PP1/P1P1K3/1P1NB2P/8 w - - 1 37,d4d6 c7b6 d6d4 c6d4,1335,17
r7/pp1b2r1/2k1p3/3p2q1/2pP4/N1P4Q/PP4PP/4RRK1 w - - 0 24,e1e6 c6c7 a3b5 d7b5,2054,2
r5k1/2N2p1p/1R2p1p1/p1p3P1/5P2/1P6/P2b3P/6K1 b - - 3 32,a8a7 b6b8 g8g7 c7e8,1117,2
r4bk1/pR1Q1p1p/3p1Pp1/2pP2r1/P1P1p3/4q2P/4B1P1/5R1K b - - 5 29,e3e2 d7f7 g8h8 f7h7,1065,34
8/4R2p/6pk/5p2/4p1PP/7K/4r3/8 b - - 0 45,f5f4 g4g5 h6h5 e7h7,871,19
3r3k/pp1q2pb/2p4R/P1P1BN2/8/1B1Q1P2/1P3P1P/6K1 b - - 0 29,d7d3 e5g7,1020,37
1k1r1b1r/ppp1n2p/4pQ2/3p4/2q5/2N3P1/PPP3K1/R1B4R b - - 1 18,e7g6 f6d8,577,30
8/8/8/p1p5/2P5/PP1k4/6K1/8 w - - 3 52,g2f2 d3c3 b3b4 a5b4 a3b4 c3b4,1613,17
8/7p/8/r2Bk3/P1P2pp1/1PK5/6PP/8 w - - 0 31,c3b4 a5d5 c4d5 f4f3,1820,17
8/p7/2b5/2pN3p/2P1p1k1/PP6/5K1P/8 b - - 2 42,g4f5 d5e7 f5f4 e7c6,808,17
8/8/1k1p4/3Pp3/1K2PpB1/5P2/2n5/8 w - - 18 55,b4c4 c2e3 c4d3 e3g4 f3g4 b6c7,1937,17
2r1kb2/p4p2/1p2p3/8/2Npb1q1/P2P1PB1/1P4K1/3Q3R b - - 0 26,e4f3 d1f3 g4f3 g2f3,704,2
1Q6/n4ppk/q1p1p2p/p1PpN3/P2P1P2/4PNnP/8/6K1 w - - 2 33,e5f7 a6f1 g1h2 f1f2,1884,25
r2r2k1/pp3pp1/4pn1p/8/3nP2R/R2BB2P/1P3PP1/6K1 b - - 4 23,a7a6 e4e5 d4f3 g2f3,1488,2
r1b1kb1r/pppp1ppp/2n1p3/2P1P3/8/3K1P2/PPP2qPP/RNBQ1BNR w kq - 1 8,c1e3 c6e5 d3c3 f2e3,1575,2
2k3rr/1p4q1/1pn5/2p1R3/2P2B2/P5Pp/1Q5K/5R2 w - - 0 32,b2b6 c6e5 b6c5 e5c6 c5f5 g7d7,1587,17
1k1r3r/ppp2p1p/3q4/3pn3/Q2N2n1/2P4B/PP3PPP/R4RK1 w - - 0 17,d4b5 e5f3 g2f3 d6h2,1135,20
r1b2qk1/pp1p1p2/2p2p2/2b1r3/2P1PQ2/2N5/PPP2PPP/2KR3R b - - 2 14,c5d6 f4g3 e5g5 g3d6 f8d6 d1d6,2575,17
r5rk/pp2NnQp/5Pp1/8/3B4/8/P1qp2bP/R4RK1 b - - 3 26,g8g7 f6g7,982,1
5rk1/5p1p/pq3Pp1/2pPQ3/2p1P1b1/4bBP1/4N1KP/5R2 b - - 4 25,e3d4 e2d4 b6b2 g2g1 c5d4 f3g4,2506,2
4BR2/6pk/7p/2P2P2/1p2K3/r4P1P/p7/8 b - - 0 45,a2a1q e8g6,963,25
5b2/3R1Qpk/7p/4r3/8/P3B1P1/1P3P1K/5q2 w - - 3 34,f7f8 e5h5,920,25
r1bqkb1r/ppp2ppp/2n5/1B1p4/3Nn3/2P5/PP3PPP/RNBQ1RK1 b kq - 0 7,f8d6 d4c6 b7c6 b5c6,1315,17
r2qrnk1/1p3ppp/2p1bn2/3p1N2/pb1P4/2NB2Q1/PPPB1PPP/4RRK1 b - - 1 15,a4a3 g3g7,710,34
4q1k1/6p1/3p1p1p/2pbrP2/1p2P3/8/1PQ2NPP/R5K1 w - - 0 27,e4d5 e5e1 a1e1 e8e1,500,25
2r5/1p3k2/5p2/p2q4/Pn1P2Q1/4R1Pp/7K/8 w - - 2 39,g4c8 d5g2,840,25
r7/6pk/7p/8/8/p1PP3P/Rr4P1/2R3K1 w - - 8 44,c1c2 b2c2 a2c2 a3a2 c2a2 a8a2,1457,1
8/8/8/1p2p1kp/1P3pp1/4K1P1/2B5/8 w - - 0 52,g3f4 e5f4 e3f2 h5h4 c2d3 h4h3 d3e4 g5h4 e4c6 f4f3 f2g1 h4g3,2721,9
1r4k1/pb2q3/1ppNp1p1/2Pn4/3P3P/1P2b1Q1/PB4PK/5R2 b - - 0 25,b8f8 g3g6 g8h8 f1f8 e7f8 d6f7 f8f7 g6f7,1990,17
1k2r3/1bp2p2/3p4/1P1PpB2/p1N3P1/1PKR3p/1R3B1P/q7 w - - 6 37,d3e3 a4a3 c4a3 a1a3,1866,2
b5k1/3p1p1p/pq3p1Q/3Pp3/4P2P/6P1/P1r2PB1/R5K1 w - - 3 27,a1c1 b6f2 g1h2 f2g2,1173,25
r2q1rk1/ppbn1ppp/2p1pn2/3pN3/3P1Pb1/3BP1Q1/PPPN2PP/R1B2RK1 b - - 7 10,h7h6 e5g4 f6g4 g3g4,1329,17
8/8/6K1/1p3p2/5P2/k5P1/8/8 w - - 0 52,g6f5 b5b4 f5e5 b4b3 f4f5 b3b2 f5f6 b2b1q,420,1
5k2/2p2p2/1b1p4/p2Q4/5Np1/P3r1P1/1Pp3P1/5K2 w - - 0 42,d5a8 f8g7 a8c6 b6c5 f4e2 e3e2 f1e2 c2c1q,2400,25
8/4n3/1p6/4k3/1N2p3/1P2K1P1/P6r/3R4 w - - 2 46,d1d2 e7f5,1011,25
8/4p2p/P1R3pk/1K2p3/2P2r2/8/1P3b2/8 b - - 0 41,f4f6 c6f6 e7f6 c4c5 e5e4 a6a7,1692,1
3r2k1/5ppp/8/p4p2/PpNrnP2/1P6/2R3PP/2R3K1 w - - 2 28,c4a5 d4d1 c1d1 d8d1,579,25
r3k1nr/1p3pp1/p2p3p/4p3/P1PqP3/1P3B1P/2QB1PP1/5RK1 b kq - 0 20,a6a5 d2e3 d4e3 f2e3,1276,17
8/8/5kpp/3r1p2/1P2p2P/2K5/P3NPP1/8 b - - 2 49,f6e6 e2f4 e6e5 f4d5,832,17
r3r1k1/ppp2p1p/2n2qp1/4b3/4BB2/2P2Q1P/PP3PP1/3RK2R w K - 2 15,f4e5 f6e5 e1g1 e5e4 f3e4 e8e4,1693,2
2r3k1/pp2ppbp/3p2p1/3N4/2r1P3/1R3N1P/1B3PP1/5K2 b - - 2 25,g7b2 d5e7 g8f8 e7c8,1061,2
5rrk/pb1n1Nnp/1p1p4/2pPp1R1/1PP1P1RQ/3B4/P3KP1P/2q5 b - - 0 26,f8f7 h4h7 h8h7 g4h4 g7h5 h4h5,1306,6
2r3k1/pp4pp/4pp2/3n2q1/2NP4/PP4P1/2R1QP1P/6K1 b - - 3 28,g5f5 g3g4 d5f4 g4f5 f4e2 c2e2,2210,17
r1b1kq1r/pppp1pbp/2n1p3/1N4BQ/2P1P3/3P4/PP3PP1/R3KBN1 b Qkq - 4 10,h7h6 b5c7,1209,37
r1b4k/pppp3p/2nr2pB/5q2/5Q2/2P3R1/P4P1P/R5K1 w - - 0 23,f4f5 g6f5 a1e1 d6e6 e1e6 d7e6,1807,2
8/8/8/6pp/8/1p2N1Pk/5K2/8 w - - 2 53,e3d1 g5g4 d1c3 h3h2,2534,17
6rk/p1q3r1/4p2p/5p2/2PP2Pn/3BQ1R1/P7/6RK w - - 5 42,g4f5 g7g3 e3h6 c7h7 h6h7 h8h7 g1g3 g8g3,1141,17
r1bq1rk1/5p1p/p2p2p1/1p1pb2n/2P1P3/P1N2P2/B1PB2PP/1R1Q1RK1 w - - 0 16,c4d5 d8h4 g2g3 e5d4,2801,17
8/6p1/8/1R3nP1/3P1P2/3K4/1p5P/2k5 w - - 5 51,d3e4 f5d6 e4e5 d6b5,905,17
rn3rk1/pp2R1p1/7p/2q5/8/2P5/P1P2PPP/R1BQ2K1 w - - 1 19,e7b7 c5f2 g1h1 f2f1 d1f1 f8f1,877,7
8/8/2B2kpp/1p6/p1b2PKP/P1P5/8/8 w - - 0 39,c6d7 c4e6 d7e6 f6e6 g4f3 e6f5 f3e3 f5g4,2179,9
R4b1r/2k2p1p/p1p3p1/2p5/8/4BN2/PP3PPP/2K5 w - - 0 21,e3c5 f8h6 c1c2 h8a8,1458,2
8/5n2/3p4/3PkB2/3pP2p/3K3P/8/8 w - - 8 43,f5e6 f7h6 e6d7 h6g8,2323,17
r4R1k/p3Q2p/3p2p1/2p5/4r3/3q4/P5PP/5R1K b - - 2 25,a8f8 e7f8,670,25
8/4q1k1/1pp1r1p1/p2p2P1/PP1P1R2/2P2Q2/5K2/8 b - - 0 32,e7g5 f4f7 g7h6 f3h3 g5h5 h3e6,1487,17
r3qrk1/p1p3pp/1bpp4/4p3/1PP1P3/P1nQ3P/5PP1/R1B2RK1 w - - 0 16,d3c3 b6d4 c3d3 d4a1,1608,17
r3kb1r/pp1n1ppp/4p3/1Q1pqP2/8/2N1B3/PPP3PP/R4RK1 w kq - 4 14,f5e6 e5e3 g1h1 f7e6 c3d5 e3c5 b5c5 f8c5,2517,2
3r2k1/p4pp1/1pp1n3/3rP3/5BP1/8/PP1R1K1P/3R4 w - - 1 29,f4g3 d5d2 d1d2 d8d2,431,17
r5k1/p1p2rp1/1p2pq2/4p1Q1/3P4/6R1/PPP3PP/R5K1 w - - 0 21,d4e5 f6f2 g1h1 f2f1 a1f1 f7f1,1266,7
1r6/5pkb/p6p/3R1P1p/2p5/2K3PB/P1P5/8 b - - 3 35,b8b5 d5b5 a6b5 c3b4 g7f6 b4b5,2129,17
rn1q1b1r/4k1p1/2p2nQp/3p4/3P4/P7/1PP2P1P/R1BKR3 b - - 1 17,e7d6 c1f4 d6d7 g6f5,1951,37
8/p5kp/3Q2p1/2qbP3/8/6PP/2p3K1/2R5 w - - 1 40,g2h2 c5f2,812,25
4rk1r/pppn1ppp/8/3P4/4Qpbq/2NP4/PPP3PP/R1B2K1R w - - 3 13,e4f4 e8e1,846,37
5rk1/2Rn1qp1/4p2p/4P3/3P1p2/P1Qb1BP1/4r2P/4R1K1 w - - 2 29,f3e2 f4g3 e1f1 f7f2 f1f2 g3f2 g1g2 d3e2,2650,1
2kr2r1/pp3p2/2p1p2p/3n4/2qB3P/5QP1/PPP5/1K1R1R2 w - - 7 25,f3f7 d5b4 a2a3 c4a2,2385,2
1k1r3r/1p3p2/p1q4p/1nNNb3/4P1P1/PQ3P2/1PP5/2KR3R w - - 1 23,c5d3 b5d4 c1b1 d4b3,1502,2
2k2r2/pp5R/4p3/Bqp5/5rP1/P1PP4/1P1n4/1K1RQ3 w - - 3 29,d1d2 f4f1 h7h1 f1e1,1005,2
r5k1/pb2q2p/1p2p1pQ/4r3/3p1R1N/1P1P3R/P5PP/6K1 b - - 1 24,e5h5 h4g6 h5h6 g6e7,1784,2
rnbq2rk/4p2n/p2pPP1Q/1pp5/4N3/3P3P/PPP3P1/R4RK1 b - - 0 22,d8f8 e4g5 g8g5 h6f8 h7f8 f6e7,2514,1
8/7k/5pp1/5P2/6KP/R7/p5P1/r7 w - - 0 60,g2g3 h7h6 f5g6 f6f5 g4f5 a1f1,2697,6
8/5kp1/1p4p1/3pn1K1/6P1/1P6/P3N2P/8 w - - 0 29,e2f4 e5f3,894,25
r1b2b1r/p5pp/4k1q1/1Q1pP3/8/8/PPP2PPP/R1B2RK1 b - - 0 15,g6c2 b5e8 f8e7 e8h8 c8b7 h8g7,1474,2
r3kb1r/1pp2pp1/p1p3q1/4P2p/4Pn2/5N1b/PPP2PP1/R1BQRNK1 w kq - 0 13,c1f4 g6g2,699,34
r5k1/P4pp1/1R2p1p1/6P1/2p2r2/2P5/2R5/6K1 b - - 0 41,a8a7 b6b8 g8h7 c2h2 f4h4 h2h4,826,25
4r1k1/1bP3p1/6p1/pPR5/3p1P2/P5P1/5P1P/3R2K1 w - - 2 39,d1d4 e8e1,423,25
2kn3R/8/1p2p3/1n6/6P1/8/pr3PPK/3R4 w - - 0 45,h8d8 c8c7 d8a8 c7b7,2532,2
1r4k1/pp2Rpp1/2p1b2p/3p4/1P1P2P1/2P4P/P2N1P2/6K1 w - - 1 23,f2f4 g8f8 e7e6 f7e6,1431,17
r1b1qr1k/p1p3bp/1p1p2p1/4p1B1/2BPP1n1/6Q1/PPP1NNP1/2K4R b - - 1 19,g4f2 h1h7 h8h7 g3h4 g7h6 h4h6,1344,6
2rr1k2/pp2bpp1/4pn2/4N1q1/3BQ3/2P4R/PP3PPP/R5K1 b - - 0 26,f6e4 h3h8,552,36
1r3rk1/5pp1/1pBp3p/p1pPp1qn/2P1P3/P1Nn1P1P/1PQ4K/R4RN1 w - - 1 30,c2g2 g5f4 h2h1 h5g3 g2g3 f4g3,1549,2
2r3k1/4Rpp1/7p/8/3P1Q2/8/P4PPP/2q3K1 w - - 2 35,f4c1 c8c1 e7e1 c1e1,486,7
1Rn1r1k1/2qb1r1p/5b1B/p2Pp1p1/2B1P1P1/2P2PN1/3Q2K1/R7 w - - 1 37,d2a2 c7b8 d5d6 c8d6,1741,2
5r2/2Qb2k1/2p1q2p/4R1pB/4p1P1/4p3/r4P1P/5RK1 b - - 1 32,f8f2 e5e6 f2g2 g1h1 g2h2 c7h2,1603,2
8/8/p2k1p2/p4Pp1/3N2Pp/1PP4P/2b2K2/8 b - - 5 41,c2d1 f2e1 d1b3 d4b3,1721,17
5q1k/3bNp1p/3pnPp1/8/3nP2Q/2N4R/6PP/r2B3K b - - 10 35,h7h5 h4h5 g6h5 h3h5 f8h6 h5h6,1478,28
r4r1k/1ppbq1p1/p2b1n1p/n3ppN1/P5PP/1PN1P3/1BQPBP2/2KR3R b - - 0 16,f5g4 c3d5 a5b3 c1b1,1969,17
8/8/5k2/1P1p3p/2p2K2/2P5/8/8 b - - 0 40,d5d4 b5b6 h5h4 b6b7,1474,1
r6k/1pp1R1p1/p5Qp/8/8/3P3P/2q2PPK/8 b - - 1 28,c2c6 g6g7,1218,25
3r3k/4NQ1p/3q2p1/p1p2p1P/4p3/1P2P1P1/Pb3P2/5RK1 b - - 2 35,b2f6 h5g6 d6e7 g6g7 f6g7 f7e7,1656,1
3rr3/p5pk/1ppBR2p/2P2p2/1P1P4/1Q6/3q1PPP/1R4K1 w - - 1 26,b1e1 d2e1 e6e1 e8e1,1103,7
r2r2k1/3nqppp/p3p3/1p2P3/8/5N1P/PPQ2PP1/2R1R1K1 b - - 4 24,a8c8 c2c8 d8c8 c1c8,822,17
rn3rk1/1b2qpp1/4pB1p/p1b3N1/1pP5/1P2P2P/2QNBPP1/R2R2K1 b - - 0 17,e7f6 c2h7,910,37
8/2k3p1/b1p1Bp2/b1P1pPP1/4K3/4B3/8/8 b - - 2 40,a5e1 g5g6 c7d8 e3h6 d8e7 h6g7,2194,9
4r1k1/pp3ppp/3q1n2/3p4/3n1P2/1P3P2/P4BKP/R1Q2N2 b - - 3 23,f6h5 f2d4 h5f4 g2h1 f4e2 c1d2,2117,2
2r3k1/3b1ppp/3q3b/1p1Pp3/1P2P3/2rR1QP1/5P1P/1B3RK1 b - - 2 29,d7g4 d3c3 d6b4 c3c8,1772,2
1r1qk2r/5ppp/p1n1p3/3nP3/1bQP4/2N2N2/3B1PPP/R3KR2 b Qk - 6 16,a6a5 c4c6 d8d7 c6d7,1152,2
8/p2r1pk1/4bq2/2p1N2p/4Q1p1/2P5/PP3PP1/4R1K1 b - - 1 31,e6d5 e5d7 d5e4 d7f6,1196,17
3rr1k1/pR3ppp/2p5/5b2/2PnNP2/1P1B4/P5PP/5RK1 w - - 1 22,e4c5 f5d3 c5d3 d4e2 g1h1 d8d3,1387,17
r4rk1/1p4p1/3p3p/p2Pp2q/Pn2p1B1/1Q4R1/1P3PPP/3R2K1 b - - 1 31,h5f7 g4e6 g8h8 e6f7,891,17
r3k2r/p4pb1/1q4p1/1p1Bp2p/4n1b1/2PnPQ2/PPNPNPPP/R1BK3R w kq - 1 18,f3e4 d3f2 d1e1 f2e4,1248,2
3r1rk1/pp2pp1p/2n3p1/2q5/2B5/1PQ1PP2/P4P1P/R4RK1 b - - 2 17,c6e5 c4f7 f8f7 c3c5,1206,17
8/2p2k2/p2n1p1B/2pP2p1/2P1P1P1/1P2K3/P7/8 w - - 1 40,e3f3 f7g8 e4e5 d6f7 h6g5 f6g5 f3e4 f7h6 d5d6 c7d6,2566,2
2k3rr/pppb1p2/2n5/1QqBp3/P3P1pp/3P3P/2P2PPN/R4RK1 b - - 1 18,c5b5 a4b5 g4h3 b5c6,1386,2
5kr1/3p4/2p5/4pP2/2Q5/P1P2P2/3q4/4R2K w - - 1 31,c4h4 d2g2,1106,25
r3r1k1/pp3p1p/2n3p1/5Q2/2pP4/2P5/PP2qP1P/1B1R2RK b - - 3 21,g8h8 f5f6 h8g8 b1g6 h7g6 g1g6 g8f8 d1g1,2253,14
r1r3k1/p2q1ppp/2n1p3/1B1n4/3P1B2/2Q1PP2/5P1P/R1R3K1 w - - 3 19,b5c6 d5c3 c6d7 c3e2 g1g2 c8c1 a1c1 e2c1,1733,2
2q3k1/pb2nppp/1pB1p3/1P2N3/2Q5/P3P2P/5PPK/8 b - - 4 28,f7f6 c6b7 c8c4 e5c4,1415,17
Q7/4rp1k/1p3pnp/2pN4/8/P6P/2pqr1PK/R5R1 b - - 10 33,e7e8 d5f6 h7h8 f6e8,1278,2
2rk4/1p2p2Q/3p1b2/p2P4/6P1/2q1P2P/P2R4/2K2R2 w - - 0 31,d2c2 c3a1 c1d2 c8c2 h7c2 a1f1,1936,17
5rk1/1p2q1r1/p1b4Q/2Pp4/3B4/8/PP4PP/2R3K1 b - - 0 31,g7g4 h6h8 g8f7 h8h5,2129,17
1r3rk1/p2b1ppp/1q2p1n1/1Bbp4/7P/2NQ2B1/PPP2PP1/1K1R3R w - - 3 15,b5d7 b6b2,898,37
8/pp3p2/4p1k1/4Pp2/2PP3p/r7/P2R1KP1/8 b - - 2 34,g6g5 d4d5 e6d5 c4d5,1269,2
1r3r2/3R1pk1/6p1/2p5/6P1/P1P1P3/qP1R1Q2/2K5 w - - 1 33,g4g5 a2a1 c1c2 c5c4 b2b4 c4b3,2536,17
1r3rk1/3R1p1p/5p2/8/3p4/1b6/3N1PPP/2R3K1 b - - 1 25,f8d8 d7d8 b8d8 d2b3,1173,2
8/7p/6p1/2k2p2/4PP1P/5K2/8/8 b - - 0 39,c5d4 e4e5 d4d5 h4h5,2274,17
3R4/p4pkp/1p3q2/2nQr3/8/4PB2/P4PP1/6K1 w - - 1 30,d5d4 c5e6 d4g4 e5g5,1505,2
4r1k1/5p2/2q2Ppp/1p6/2p5/P7/3Q2P1/5R1K b - - 6 41,c4c3 d2h6 c6f6 f1f6,846,17
b7/p6R/4p3/2P1kp2/4P2p/2R2K2/r5PP/8 w - - 1 36,f3e3 f5f4 e3d3 a8e4 d3c4 e4h7,1892,17
7k/1pp3p1/p5qp/3R1p2/4n3/2P1BR1P/P1P3PK/8 b - - 0 29,e4c3 d5d8 h8h7 f3g3 g6f7 e3d4,2189,2
8/1pp1Q1pk/3p2r1/pb5p/6q1/8/PP2RRB1/5K2 w - - 2 33,g2e4 g4g1,1257,37
r6r/3k2p1/2pbpp2/1p5p/3P4/2P1BB2/1Pb2PPP/R1R3K1 b - - 5 20,g7g5 a1a8 h8a8 c1c2,1562,2
1r3b1k/p4Bpp/1q6/3Rr3/2Q5/P5P1/1PP4P/2K4R w - - 3 29,d5e5 b6b2 c1d2 b2e5,1668,17
r1b2r2/2q2pk1/p3pb1p/1p1p1PNQ/8/8/PPP3PP/R1BR2K1 b - - 0 21,h6g5 c1g5 f8h8 g5f6 g7f6 h5h8,1360,2
8/8/8/2P5/1K2kpp1/3n4/5BP1/8 w - - 1 43,b4c4 d3f2 c5c6 e4e5 c6c7 f2e4,2394,17
1rb2r2/1pp2pbk/p5pp/2qP4/P2p3P/5NP1/1P1QPPB1/2R2RK1 b - - 3 19,c5d5 f3g5 d5g5 h4g5,1247,17
rn3rk1/2q2pp1/p6p/2pbbN2/R7/4BR1P/1PP2PP1/3Q2K1 w - - 0 21,d1d5 f8d8 f5h6 g7h6 f3g3 e5g3,2079,2
7k/ppp1p2p/2n2p2/6rN/8/1P1PPq2/PB3PRQ/7K w - - 1 25,h5f6 e7f6 b2f6 f3f6 g2g5 f6g5,1875,2
6r1/p2KP1k1/1p6/1Pp3p1/6N1/2b5/P7/8 b - - 0 51,g7f7 g4h6 f7f6 h6g8,1028,17
1r1q1rk1/ppp2ppp/3bb3/4Q3/4N3/3P4/PPP2PPP/R1B2RK1 w - - 1 13,e5d4 d6h2 g1h2 d8d4,1163,2
3r1r1k/ppp5/1bn2N2/5q2/6RP/1PQ2N2/1P3PP1/4R1K1 b - - 0 24,f5f6 e1e6 d8d6 e6f6,1986,2
4rrk1/2qn1ppp/1ppp1R1B/p7/P2PP1Q1/2N5/1PP3PP/R5K1 b - - 0 19,d7f6 g4g7,501,34
3Q4/p4ppk/1np1p2p/q6P/1pP2PP1/1Pb5/P7/1KB3R1 w - - 1 30,g4g5 a5f5 d8d3 f5d3,1180,25
5rk1/1r3p1p/p3b1p1/3pPp2/3N1P2/q1P2Q2/P5PP/1R5K w - - 0 23,b1b7 a3c1 f3d1 c1d1,505,7
5k2/pp3B2/2p2K2/7P/2N5/2r2n2/P7/8 b - - 0 34,f3d4 c4e5 c3f3 e5f3,1816,17
8/8/8/p1K5/1pP5/k7/P7/8 w - - 1 48,c5b5 a3a2 b5a6 b4b3 c4c5 b3b2 c5c6 b2b1q,1783,1
5r2/6kp/p2p2p1/1p4N1/2pq4/2nn2QP/P2N2PK/5R2 b - - 5 31,f8f1 g5e6 g7f7 e6d4,1119,2
r1b1r1k1/5ppp/p1pq4/3p4/2pP2n1/2N1P3/PP1QBPPP/R4RK1 w - - 2 15,f2f3 d6h2,1089,34
q2r3n/6pk/3p1P1p/1p1RP3/1Pp4P/r1Q2B2/2PK2R1/8 b - - 0 39,a3c3 g2g7,1576,26
4r1k1/5pb1/Qp2r1pp/8/1B1p4/P2R4/1P3PPP/3Rq1K1 w - - 1 29,b4e1 e6e1 d1e1 e8e1,399,7
2r1r1k1/5ppp/p7/3b4/P4p2/2P2N2/5PPP/1R2R1K1 b - - 0 27,c8c3 e1e8,798,7
8/7r/p1RK4/1p6/1P6/P3k3/8/8 w - - 0 50,c6a6 h7h6 d6c5 h6a6 c5b5 a6a3 b5c6 a3c3,2332,17
r3kbnr/3n1ppp/5q2/1B2B3/PN2b3/8/1P3P1P/R2QK1R1 b Qkq - 0 18,f6e5 d1d7,824,37
r7/5p2/3p1k2/p1p3p1/PpP1R1K1/1P1P1PP1/7r/1R6 w - - 2 38,d3d4 f6g6 f3f4 f7f5,1918,17
r1bqkb1r/pp1pn1pp/3Q1n2/4N3/2B1p3/8/PPP2PPP/RNB1K2R b KQkq - 2 8,e7g6 c4f7,967,8
r2qk2r/1pp1b1p1/p1b1pnQ1/8/3P4/P3PN2/1P4PP/RN3RK1 b kq - 0 15,e8f8 f3g5 d8e8 g5e6 f8g8 g6g7,1867,35
r5k1/1p3ppp/p1p5/3pN3/1P1P1nP1/P4PqP/4r3/2BR1Q1K w - - 5 30,c1f4 e2h2,1574,37
R7/5b1k/1p4p1/2p2p1p/P2p4/3P1QP1/1P3K1q/8 w - - 0 34,f3g2 h2g2 f2g2 f7d5 g2g1 d5a8,1062,6
7r/4k3/p1n1q2p/1p2p1p1/2pPN3/P1P1P3/1PK2R1Q/8 b - - 0 32,e5d4 h2c7 e6d7 f2f7 e7f7 c7d7,1330,6
6rk/p2Q4/5p2/5rqp/4B3/1P2bp1P/P5P1/R4R1K w - - 0 33,f1g1 e3g1 a1g1 f3g2,2428,1
rnbq1r1k/ppp1BppB/3p4/7Q/3N4/2n5/PPP2PPP/R3K2R b KQ - 2 10,d8e7 h7e4 h8g8 h5h7,1472,20
8/4K3/4p1k1/5b2/1R3P1R/8/r6p/8 w - - 0 54,b4b6 a2a7 e7d6 a7h7,1588,2
8/4k3/3qpb2/3p4/3P4/1P1R4/3Q1K2/8 w - - 5 36,d3f3 d6h2 f2e1 f6h4 e1d1 h2h1 d1c2 h1f3,1566,17
5r1k/1QR5/p4q1p/6n1/3P4/P3P1p1/5PP1/5RK1 w - - 0 31,c7c6 g3f2 g1h1 g5e6 f1f2 f6h4 h1g1 h4f2,2367,1
6Q1/1p4p1/2p1R1kp/p5q1/8/1PP5/1KP2r2/8 b - - 3 31,f2f6 e6e7 g6h5 e7g7 f6g6 g8e8,2434,17
2r3k1/1R4p1/p2p3p/2rPp2Q/2P2p2/2q4P/P2N1PP1/5K2 b - - 1 31,c3d2 h5f7 g8h8 f7g7,1018,25
r5k1/2q1bp1p/r4p2/1p2p3/Pp2P3/1Q5P/1P1N1PP1/2RR2K1 b - - 3 23,b5a4 b3g3 g8f8 c1c7,2119,17
2r2r1k/1pR5/p2pqn1p/8/1B1P1p1P/4pP2/1PQ3P1/K6R b - - 2 34,f6d5 c2h7,1060,37
r4r2/1pp3k1/p1n4p/4PqpQ/3P1pR1/2N5/PPP5/2K3R1 b - - 3 27,c6d4 g4g5 h6g5 g1g5 f5g5 h5g5,1131,2
